OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ord200743,2024-09-30,c23978,monitor,1,576.35,549 main st,gift card,returned,trk87090813,1,winter15,instagram,576.35
ord200744,2024-06-12,c10642,tablet,2,461.37,200 main st,cash,delivered,trk98725693,5,save10,google,922.74
ord200745,2023-03-02,c73813,printer,4,111.3,364 main st,debit card,pending,trk89906749,7,freeship,email,445.2
ord200746,2025-02-24,c32183,desk,3,661.89,551 main st,online,cancelled,trk76287027,6,winter15,referral,1985.67
ord200747,2025-03-12,c54277,tablet,2,259.58,940 main st,debit card,delivered,trk26500181,7,freeship,instagram,519.16
ord200748,2024-07-15,c56553,tablet,3,70.81,249 main st,credit card,shipped,trk37667360,8,freeship,referral,212.43
ord200749,2025-04-13,c17551,laptop,1,518.39,997 main st,debit card,pending,trk88797170,4,freeship,instagram,518.39
ord200750,2023-01-14,c14737,tablet,4,145.41,637 main st,credit card,returned,trk10295115,7,freeship,email,581.64
ord200751,2023-01-24,c35168,tablet,2,599.86,455 main st,gift card,pending,trk76960854,7,freeship,facebook,1199.72
ord200752,2024-10-03,c82217,phone,4,429.37,299 main st,credit card,delivered,trk33305694,8,freeship,google,1717.48
ord200753,2024-04-24,c42270,phone,2,241.49,864 main st,debit card,returned,trk72697796,7,freeship,instagram,482.98
ord200754,2025-05-31,c48846,printer,2,452.05,983 main st,credit card,returned,trk52804097,3,winter15,email,904.1
ord200755,2023-06-13,c54160,desk,3,336.71,658 main st,credit card,pending,trk60515972,4,freeship,email,1010.13
ord200756,2024-06-27,c14080,phone,1,283.69,202 main st,gift card,shipped,trk93163682,6,freeship,google,283.69
ord200757,2024-02-22,c81074,desk,1,157.72,597 main st,debit card,delivered,trk91105190,2,freeship,google,157.72
ord200758,2023-03-26,c69021,tablet,3,624.84,917 main st,credit card,cancelled,trk57148510,8,winter15,facebook,1874.52
ord200759,2023-07-24,c96283,desk,3,308.01,366 main st,cash,pending,trk91784124,3,freeship,facebook,924.03
ord200760,2025-02-18,c96636,desk,1,39.56,283 main st,debit card,cancelled,trk73324346,5,freeship,google,39.56
ord200761,2023-06-02,c37235,desk,4,37.76,217 main st,debit card,delivered,trk67789367,7,freeship,google,151.04
ord200762,2024-09-17,c12444,phone,3,76.96,611 main st,cash,returned,trk97621403,8,freeship,email,230.88
ord200763,2023-04-06,c79142,laptop,1,569.96,533 main st,online,delivered,trk30915955,4,freeship,email,569.96
ord200764,2024-03-10,c35983,laptop,5,627.43,806 main st,credit card,cancelled,trk14016163,10,freeship,email,3137.15
ord200765,2023-10-06,c36150,laptop,2,534.91,281 main st,debit card,returned,trk96249043,5,save10,google,1069.82
ord200766,2023-01-22,c91454,printer,2,278.88,494 main st,debit card,pending,trk99985340,3,freeship,referral,557.76
ord200767,2025-04-18,c19368,tablet,2,323.22,517 main st,credit card,delivered,trk80436037,7,freeship,instagram,646.44
ord200769,2023-07-06,c13366,printer,4,678.55,568 main st,cash,delivered,trk98691410,5,freeship,email,2714.2
ord200770,2024-02-11,c72166,desk,1,314.38,227 main st,online,returned,trk67733444,6,freeship,google,314.38
ord200771,2024-06-12,c20357,phone,3,692.44,272 main st,debit card,cancelled,trk82236408,8,freeship,google,2077.32
ord200772,2024-07-28,c33802,monitor,1,604.87,461 main st,online,delivered,trk25799478,4,freeship,instagram,604.87
ord200773,2025-06-28,c99205,phone,2,512.33,415 main st,cash,cancelled,trk48904015,7,freeship,facebook,1024.66
ord200774,2025-04-15,c29701,chair,3,20.54,257 main st,credit card,cancelled,trk42266846,3,freeship,instagram,61.62
ord200775,2023-03-04,c73941,phone,2,625.22,569 main st,online,cancelled,trk22051900,5,freeship,google,1250.44
ord200776,2023-08-21,c69168,tablet,1,21.19,482 main st,cash,returned,trk10446197,5,winter15,google,21.19
ord200777,2025-03-21,c66116,chair,5,64.49,633 main st,online,cancelled,trk41967983,7,freeship,facebook,322.45
ord200778,2023-04-28,c85059,laptop,4,246.85,316 main st,credit card,shipped,trk56503740,8,winter15,google,987.4
ord200779,2023-12-01,c18076,phone,3,588.74,751 main st,debit card,pending,trk26661705,8,freeship,email,1766.22
ord200780,2024-03-31,c41284,laptop,4,184.48,661 main st,online,cancelled,trk73613128,4,winter15,google,737.92
ord200781,2024-01-10,c43524,phone,5,524.26,934 main st,gift card,delivered,trk51479426,5,freeship,referral,2621.3
ord200782,2024-08-11,c58063,monitor,2,493.63,167 main st,online,returned,trk50548869,6,save10,referral,987.26
ord200783,2025-05-26,c19937,printer,1,438.34,281 main st,gift card,returned,trk46990083,5,freeship,facebook,438.34
ord200784,2025-05-16,c21191,laptop,1,325.81,232 main st,credit card,pending,trk85771230,1,winter15,referral,325.81
ord200785,2023-07-29,c45862,chair,1,176.1,342 main st,credit card,pending,trk53089983,1,save10,instagram,176.1
ord200786,2023-08-23,c39130,chair,5,45.31,774 main st,online,cancelled,trk99583414,8,freeship,referral,226.55
ord200787,2024-03-17,c18167,desk,4,221.96,193 main st,cash,delivered,trk36841089,7,freeship,google,887.84
ord200788,2023-11-02,c47307,chair,2,601.43,761 main st,online,pending,trk43516112,5,freeship,instagram,1202.86
ord200790,2024-09-14,c38928,laptop,4,417.89,302 main st,gift card,pending,trk96636009,4,freeship,google,1671.56
ord200791,2024-01-13,c49710,chair,4,409.28,956 main st,cash,pending,trk92591237,8,freeship,email,1637.12
ord200792,2023-06-16,c41709,desk,2,356.35,746 main st,debit card,returned,trk90995294,6,winter15,facebook,712.7
ord200793,2024-04-15,c91255,chair,5,170.22,769 main st,debit card,delivered,trk69599961,8,freeship,referral,851.1
ord200794,2023-03-09,c76653,printer,4,384.85,988 main st,online,delivered,trk77052196,9,freeship,instagram,1539.4
ord200795,2024-11-20,c95667,laptop,4,115.77,586 main st,online,pending,trk41266666,7,save10,instagram,463.08
ord200796,2025-04-29,c33313,phone,3,579.55,882 main st,gift card,returned,trk13349970,8,winter15,facebook,1738.65
ord200797,2023-02-27,c36825,laptop,2,438.76,426 main st,debit card,returned,trk72557318,2,freeship,facebook,877.52
ord200798,2025-05-19,c20861,phone,5,488.35,968 main st,debit card,returned,trk89372013,9,freeship,email,2441.75
ord200799,2023-04-16,c26364,laptop,4,328.56,803 main st,debit card,returned,trk78924436,4,freeship,email,1314.24
ord200800,2025-03-28,c34686,tablet,1,68.39,412 main st,online,returned,trk99468332,3,winter15,facebook,68.39
ord200801,2023-05-03,c97593,printer,4,595.62,738 main st,debit card,pending,trk58443593,8,freeship,facebook,2382.48
ord200802,2024-02-17,c84331,chair,5,644.64,205 main st,gift card,cancelled,trk34440714,6,freeship,email,3223.2
ord200803,2023-08-20,c88775,monitor,5,397.81,223 main st,debit card,returned,trk45098068,5,save10,referral,1989.05
ord200804,2024-01-01,c76362,chair,3,236.5,916 main st,online,delivered,trk11868618,8,freeship,email,709.5
ord200805,2024-10-15,c59278,laptop,5,472.01,178 main st,gift card,cancelled,trk14590037,10,save10,email,2360.05
ord200806,2023-09-01,c55819,chair,5,253.75,740 main st,online,pending,trk13775054,9,winter15,instagram,1268.75
ord200807,2024-11-10,c82344,monitor,3,676.21,260 main st,online,delivered,trk70957219,5,save10,google,2028.63
ord200808,2024-02-13,c65565,desk,3,134.05,192 main st,credit card,shipped,trk80383756,3,freeship,google,402.15
ord200809,2024-04-09,c80416,desk,5,217.43,752 main st,debit card,shipped,trk54385892,10,save10,instagram,1087.15
ord200810,2023-05-31,c23637,tablet,1,553.56,644 main st,credit card,cancelled,trk16749863,5,freeship,referral,553.56
ord200811,2023-11-05,c24769,laptop,2,28.55,864 main st,gift card,shipped,trk44538305,7,save10,email,57.1
ord200812,2024-01-26,c81547,phone,2,255.26,803 main st,credit card,cancelled,trk88437123,6,freeship,google,510.52
ord200813,2025-03-15,c12813,laptop,5,292.54,263 main st,debit card,cancelled,trk36131660,8,freeship,email,1462.7
ord200814,2024-12-11,c50732,chair,4,147.51,979 main st,debit card,pending,trk21082461,4,winter15,instagram,590.04
ord200815,2024-08-04,c41320,printer,3,569.84,920 main st,gift card,cancelled,trk77539180,8,winter15,instagram,1709.52
ord200816,2024-02-21,c55286,tablet,5,574.79,497 main st,credit card,pending,trk39058734,8,winter15,referral,2873.95
ord200817,2023-10-05,c87994,chair,4,598.19,430 main st,credit card,delivered,trk98883971,7,winter15,email,2392.76
ord200818,2023-03-02,c25580,phone,4,390.84,860 main st,credit card,cancelled,trk58781638,9,winter15,referral,1563.36
ord200819,2024-09-28,c66196,phone,2,398.45,650 main st,debit card,cancelled,trk38104650,7,save10,google,796.9
ord200820,2023-05-27,c35377,phone,5,623.81,171 main st,cash,returned,trk17342157,6,freeship,email,3119.05
ord200821,2024-12-14,c40771,laptop,4,174.49,259 main st,credit card,delivered,trk56310345,5,save10,facebook,697.96
ord200822,2025-03-15,c20624,phone,1,479.56,923 main st,gift card,returned,trk45123395,1,save10,google,479.56
ord200823,2024-10-07,c27070,laptop,4,653.13,973 main st,credit card,shipped,trk83842481,8,winter15,instagram,2612.52
ord200824,2023-08-29,c18826,monitor,3,481.1,664 main st,credit card,returned,trk12530495,3,freeship,facebook,1443.3
ord200825,2025-03-26,c23899,desk,5,271.69,543 main st,online,returned,trk88914760,7,freeship,instagram,1358.45
ord200826,2025-03-08,c43249,printer,3,463.81,283 main st,online,returned,trk32469820,8,winter15,email,1391.43
ord200827,2023-05-25,c95856,tablet,2,639.88,432 main st,cash,delivered,trk58829625,5,winter15,instagram,1279.76
ord200828,2024-07-24,c86266,chair,4,404.58,510 main st,cash,shipped,trk64576020,5,freeship,instagram,1618.32
ord200829,2023-02-05,c39551,monitor,1,76.93,685 main st,debit card,delivered,trk68358007,6,winter15,instagram,76.93
ord200830,2024-12-11,c90310,tablet,4,190.64,853 main st,cash,delivered,trk70028457,5,save10,email,762.56
ord200831,2023-12-18,c20124,printer,2,88.73,140 main st,online,pending,trk61346824,5,freeship,google,177.46
ord200832,2024-03-12,c63372,chair,5,485.71,903 main st,online,pending,trk14661811,10,save10,referral,2428.55
ord200833,2025-03-14,c90595,phone,5,78.29,508 main st,credit card,shipped,trk96573803,5,winter15,referral,391.45
ord200834,2024-04-11,c98483,printer,5,22.14,456 main st,cash,returned,trk22084320,10,freeship,instagram,110.7
ord200835,2024-03-26,c16429,desk,1,679.65,390 main st,debit card,shipped,trk73888013,6,freeship,google,679.65
ord200836,2023-02-02,c31810,phone,1,178.44,328 main st,credit card,cancelled,trk58725886,2,freeship,google,178.44
ord200838,2024-04-11,c57798,desk,4,577.08,384 main st,online,pending,trk68797566,8,freeship,facebook,2308.32
ord200839,2023-08-24,c82858,chair,3,197.97,551 main st,online,cancelled,trk90618490,5,freeship,google,593.91
ord200840,2024-01-14,c60699,chair,3,411.95,672 main st,credit card,delivered,trk88660574,7,freeship,referral,1235.85
ord200841,2024-09-19,c94658,printer,2,443.22,742 main st,credit card,delivered,trk51732528,5,freeship,facebook,886.44
ord200842,2025-05-07,c78305,laptop,3,364.14,396 main st,online,pending,trk88312618,7,winter15,referral,1092.42
ord200843,2025-05-13,c43538,desk,3,430.06,534 main st,gift card,cancelled,trk20961563,8,freeship,instagram,1290.18
ord200844,2024-12-04,c47486,chair,1,320.92,883 main st,online,returned,trk75984759,5,freeship,facebook,320.92
ord200845,2023-10-08,c24212,phone,3,107.36,808 main st,gift card,delivered,trk68894675,5,freeship,google,322.08
ord200846,2024-07-04,c24765,desk,2,359.86,646 main st,debit card,cancelled,trk43977698,4,freeship,referral,719.72
ord200847,2024-11-18,c48176,printer,4,434.23,670 main st,online,shipped,trk90560300,8,freeship,email,1736.92
ord200848,2023-01-01,c54675,chair,2,645.85,634 main st,online,shipped,trk18049633,5,freeship,referral,1291.7
ord200849,2025-06-09,c16675,printer,4,214.35,664 main st,debit card,cancelled,trk12756945,7,winter15,referral,857.4
ord200850,2025-04-27,c38557,monitor,3,638.5,890 main st,debit card,cancelled,trk14832238,4,freeship,instagram,1915.5
ord200851,2023-12-12,c80183,laptop,1,365.57,146 main st,online,cancelled,trk20814598,5,save10,email,365.57
ord200852,2024-10-24,c39530,desk,3,568.05,618 main st,gift card,pending,trk69000497,6,save10,google,1704.15
ord200853,2023-10-16,c10002,printer,3,490.01,894 main st,cash,returned,trk94641152,4,save10,facebook,1470.03
ord200854,2025-06-13,c56938,laptop,3,372.6,356 main st,credit card,delivered,trk67735987,7,winter15,referral,1117.8
ord200855,2023-05-25,c41331,monitor,5,240.61,785 main st,credit card,shipped,trk94198179,10,freeship,email,1203.05
ord200856,2024-06-03,c94698,phone,1,586.62,871 main st,debit card,shipped,trk95768773,5,freeship,facebook,586.62
ord200857,2024-03-10,c56506,phone,3,257.84,185 main st,online,delivered,trk86808324,4,freeship,instagram,773.52
ord200858,2023-08-20,c22167,tablet,5,435.66,891 main st,online,pending,trk70269748,9,freeship,facebook,2178.3
ord200859,2024-08-28,c11127,chair,5,261.33,154 main st,credit card,returned,trk73285507,5,save10,referral,1306.65
ord200860,2024-01-23,c69542,printer,1,422.54,876 main st,cash,delivered,trk20746505,1,save10,google,422.54
ord200861,2023-03-19,c93276,desk,5,330.45,230 main st,gift card,shipped,trk44165913,10,freeship,google,1652.25
ord200862,2023-12-02,c37969,desk,3,120.82,799 main st,credit card,shipped,trk69852386,5,save10,referral,362.46
ord200863,2024-05-20,c98276,phone,1,14.06,471 main st,credit card,pending,trk74207282,5,save10,referral,14.06
ord200864,2023-05-03,c14240,desk,1,491.11,592 main st,credit card,delivered,trk58095246,4,save10,facebook,491.11
ord200865,2023-04-30,c72241,monitor,4,677.37,156 main st,cash,pending,trk76270481,8,save10,google,2709.48
ord200866,2024-07-26,c39664,desk,5,189.25,693 main st,debit card,cancelled,trk39917741,10,winter15,email,946.25
ord200867,2024-05-26,c53252,printer,4,142.58,351 main st,cash,delivered,trk65831261,4,freeship,facebook,570.32
ord200868,2024-06-29,c70452,monitor,4,316.32,309 main st,debit card,delivered,trk42985882,7,freeship,facebook,1265.28
ord200869,2024-03-17,c29905,desk,2,533.95,790 main st,online,delivered,trk16788127,5,winter15,google,1067.9
ord200870,2025-06-01,c78725,phone,4,470.09,541 main st,debit card,delivered,trk72001139,4,freeship,google,1880.36
ord200871,2024-05-16,c93768,tablet,3,324.3,720 main st,debit card,pending,trk22024707,8,freeship,email,972.9
ord200872,2023-07-10,c59169,chair,4,629.34,172 main st,cash,shipped,trk90883858,7,freeship,email,2517.36
ord200873,2024-05-12,c53488,desk,3,136.84,448 main st,cash,delivered,trk27365050,3,save10,facebook,410.52
ord200874,2023-10-31,c92180,chair,2,488.9,632 main st,cash,delivered,trk93315929,7,freeship,facebook,977.8
ord200875,2023-08-03,c25918,laptop,5,133.39,203 main st,credit card,delivered,trk66473392,6,freeship,referral,666.95
ord200876,2024-06-09,c90363,chair,5,608.91,200 main st,gift card,pending,trk21534173,6,save10,google,3044.55
ord200877,2024-07-25,c43867,tablet,1,524.06,269 main st,debit card,pending,trk97319127,3,freeship,email,524.06
ord200878,2023-06-01,c73873,desk,2,330.69,393 main st,online,cancelled,trk56423132,5,save10,google,661.38
ord200879,2025-04-08,c56622,phone,2,547.67,932 main st,gift card,shipped,trk86373987,3,freeship,instagram,1095.34
ord200880,2025-03-12,c85074,laptop,4,233.7,506 main st,online,shipped,trk63133878,8,save10,facebook,934.8
ord200881,2023-01-03,c59579,tablet,2,448.85,386 main st,credit card,pending,trk48000034,6,freeship,instagram,897.7
ord200882,2025-06-28,c43335,phone,2,274.12,533 main st,cash,delivered,trk91848650,6,freeship,referral,548.24
ord200883,2025-05-13,c43595,printer,5,561.48,451 main st,online,delivered,trk25317348,9,freeship,facebook,2807.4
ord200884,2024-05-15,c71471,chair,1,595.54,817 main st,gift card,shipped,trk52137079,4,freeship,instagram,595.54
ord200885,2024-04-07,c61090,laptop,4,515.59,387 main st,credit card,shipped,trk36388962,7,freeship,google,2062.36
ord200886,2023-10-25,c29620,phone,1,460.13,792 main st,credit card,returned,trk22046456,1,freeship,google,460.13
ord200887,2024-12-19,c67932,chair,3,171.66,857 main st,debit card,delivered,trk88547534,7,freeship,google,514.98
ord200888,2024-07-23,c14427,laptop,2,266.95,833 main st,credit card,pending,trk58024529,3,freeship,instagram,533.9
ord200890,2023-08-11,c51921,laptop,3,439.53,943 main st,debit card,pending,trk85741716,5,freeship,google,1318.59
ord200891,2023-11-11,c36534,monitor,3,654.54,918 main st,cash,returned,trk38952138,7,save10,referral,1963.62
ord200892,2024-06-04,c72043,desk,1,394.53,480 main st,cash,shipped,trk40896408,2,freeship,referral,394.53
ord200893,2023-03-21,c99533,monitor,1,678.01,696 main st,cash,pending,trk55701253,4,freeship,referral,678.01
ord200894,2023-05-23,c90852,tablet,3,575.01,852 main st,online,cancelled,trk37551831,8,winter15,instagram,1725.03
ord200895,2023-11-09,c81882,chair,3,154.64,832 main st,debit card,pending,trk62371264,6,winter15,facebook,463.92
ord200896,2024-10-18,c85466,desk,3,147.29,102 main st,gift card,shipped,trk66764177,3,freeship,google,441.87
ord200897,2024-09-03,c87995,laptop,4,481.48,358 main st,gift card,delivered,trk38730545,5,save10,instagram,1925.92
ord200898,2025-03-05,c44619,monitor,3,158.37,742 main st,cash,shipped,trk66662528,6,freeship,referral,475.11
ord200899,2025-04-23,c99904,printer,2,323.37,552 main st,online,pending,trk83843411,3,save10,instagram,646.74
ord200900,2025-02-07,c52342,laptop,5,73.83,991 main st,debit card,pending,trk67342586,9,freeship,instagram,369.15
ord200901,2024-04-28,c44277,tablet,1,458.63,839 main st,debit card,returned,trk79321479,4,winter15,referral,458.63
ord200902,2024-07-13,c61162,monitor,4,180.25,813 main st,debit card,cancelled,trk76712124,7,freeship,facebook,721.0
ord200903,2023-05-17,c80868,monitor,3,473.49,205 main st,credit card,pending,trk56186636,7,freeship,email,1420.47
ord200904,2025-02-05,c16693,monitor,4,237.43,262 main st,cash,cancelled,trk41146508,8,winter15,referral,949.72
ord200905,2023-11-23,c67818,laptop,1,442.39,101 main st,gift card,pending,trk81978113,6,freeship,facebook,442.39
ord200906,2024-09-03,c49938,monitor,1,62.12,141 main st,cash,returned,trk80175572,2,freeship,email,62.12
ord200907,2024-08-04,c90898,desk,5,298.39,583 main st,gift card,cancelled,trk52935170,7,winter15,referral,1491.95
ord200908,2025-05-06,c35117,desk,2,697.93,332 main st,credit card,cancelled,trk27155709,2,save10,google,1395.86
ord200909,2024-05-27,c60203,tablet,2,291.85,569 main st,cash,shipped,trk76525279,5,freeship,instagram,583.7
ord200910,2024-05-31,c36174,printer,3,308.98,348 main st,cash,delivered,trk26397548,3,save10,instagram,926.94
ord200911,2024-08-13,c80872,desk,5,396.86,593 main st,cash,cancelled,trk43967487,9,save10,instagram,1984.3
ord200912,2024-01-22,c67604,desk,2,139.69,318 main st,online,returned,trk85545920,7,freeship,email,279.38
ord200913,2023-02-16,c45599,printer,5,475.95,505 main st,credit card,returned,trk62277685,8,winter15,facebook,2379.75
ord200914,2025-02-10,c70352,desk,1,626.6,955 main st,gift card,returned,trk51589589,4,winter15,facebook,626.6
ord200915,2024-02-16,c20643,laptop,4,502.99,939 main st,debit card,shipped,trk30736692,4,winter15,referral,2011.96
ord200916,2024-06-21,c35669,printer,5,578.83,165 main st,cash,returned,trk13928455,6,freeship,referral,2894.15
ord200917,2025-01-20,c65524,laptop,5,383.82,836 main st,credit card,returned,trk19315310,7,freeship,google,1919.1
ord200918,2025-06-24,c74359,laptop,5,368.25,706 main st,online,delivered,trk18250450,5,freeship,instagram,1841.25
ord200919,2025-02-07,c92086,printer,2,374.6,187 main st,online,shipped,trk23357668,3,freeship,referral,749.2
ord200920,2025-03-12,c26137,tablet,2,428.09,978 main st,credit card,returned,trk98110407,6,freeship,instagram,856.18
ord200921,2023-07-24,c90573,tablet,1,438.93,144 main st,gift card,cancelled,trk90075720,3,save10,referral,438.93
ord200922,2024-06-17,c81857,desk,2,563.82,487 main st,credit card,pending,trk79737732,3,freeship,instagram,1127.64
ord200923,2023-02-11,c91582,printer,3,649.93,836 main st,credit card,pending,trk99938245,7,winter15,facebook,1949.79
ord200924,2025-03-22,c81319,printer,5,268.43,991 main st,cash,returned,trk55330558,5,save10,email,1342.15
ord200925,2024-12-20,c78500,monitor,5,502.47,304 main st,online,shipped,trk97460884,10,winter15,email,2512.35
ord200926,2024-03-20,c67533,desk,1,26.95,672 main st,cash,delivered,trk14566395,1,winter15,email,26.95
ord200927,2023-02-14,c35566,laptop,4,64.69,638 main st,debit card,shipped,trk10003020,7,winter15,google,258.76
ord200928,2024-05-09,c77166,laptop,3,247.11,821 main st,debit card,returned,trk18896595,3,winter15,referral,741.33
ord200929,2024-10-16,c67936,tablet,2,536.25,553 main st,debit card,pending,trk71803414,3,freeship,email,1072.5
ord200930,2024-12-16,c59554,phone,2,456.04,382 main st,debit card,returned,trk28182447,4,freeship,email,912.08
ord200931,2024-01-01,c14005,printer,2,40.23,623 main st,credit card,cancelled,trk87567926,4,save10,google,80.46
ord200932,2023-03-26,c26118,laptop,2,72.39,168 main st,online,delivered,trk15334251,7,winter15,instagram,144.78
ord200933,2023-01-26,c59685,monitor,2,394.16,255 main st,online,shipped,trk43718093,2,freeship,referral,788.32
ord200934,2025-06-01,c40304,laptop,4,119.84,692 main st,gift card,shipped,trk85790948,8,freeship,referral,479.36
ord200935,2023-11-24,c39593,phone,3,692.71,398 main st,credit card,delivered,trk62405253,3,freeship,instagram,2078.13
ord200936,2024-01-12,c50612,chair,4,56.66,737 main st,online,delivered,trk44140968,4,save10,instagram,226.64
ord200937,2024-01-16,c39791,chair,2,298.53,536 main st,debit card,cancelled,trk46221436,5,winter15,email,597.06
ord200938,2023-07-12,c39017,chair,3,331.46,696 main st,credit card,cancelled,trk91155214,6,winter15,referral,994.38
ord200939,2025-04-16,c48510,laptop,2,521.4,212 main st,cash,delivered,trk53152886,7,save10,instagram,1042.8
ord200940,2023-03-27,c74003,printer,4,305.32,679 main st,online,cancelled,trk91525779,4,save10,google,1221.28
ord200941,2023-07-17,c91155,printer,5,111.7,599 main st,credit card,cancelled,trk82162952,9,freeship,email,558.5
ord200942,2023-09-29,c17591,tablet,1,479.76,882 main st,credit card,pending,trk56070470,1,freeship,email,479.76
ord200943,2023-12-27,c43330,monitor,3,193.49,355 main st,gift card,returned,trk71594838,6,freeship,facebook,580.47
ord200944,2024-12-16,c32687,laptop,2,426.22,448 main st,online,delivered,trk98284560,7,winter15,google,852.44
ord200945,2023-08-20,c79722,tablet,5,276.44,619 main st,gift card,shipped,trk29976438,10,freeship,referral,1382.2
ord200946,2024-05-04,c65021,phone,2,404.96,546 main st,cash,shipped,trk20626179,4,save10,email,809.92
ord200947,2023-09-07,c85520,phone,4,465.66,119 main st,online,returned,trk65994177,9,freeship,email,1862.64
ord200948,2024-06-21,c94569,phone,2,594.07,739 main st,gift card,cancelled,trk79269291,2,freeship,google,1188.14
ord200949,2023-11-09,c55778,desk,5,110.38,319 main st,cash,pending,trk93797108,10,freeship,referral,551.9
ord200950,2024-05-31,c19722,laptop,1,596.24,891 main st,credit card,returned,trk78094361,4,freeship,instagram,596.24
ord200951,2024-07-22,c74928,printer,2,306.24,589 main st,online,returned,trk39845914,4,freeship,email,612.48
ord200952,2025-02-27,c49111,monitor,3,503.39,225 main st,online,pending,trk45303393,5,freeship,facebook,1510.17
ord200953,2023-02-06,c43721,phone,1,131.61,971 main st,cash,shipped,trk89392104,2,freeship,facebook,131.61
ord200954,2024-10-22,c68609,chair,3,443.44,240 main st,gift card,shipped,trk58273778,3,freeship,google,1330.32
ord200955,2023-01-23,c82068,chair,1,408.13,164 main st,gift card,shipped,trk25779180,3,winter15,instagram,408.13
ord200956,2024-04-11,c21191,phone,2,160.98,381 main st,debit card,delivered,trk86246309,3,save10,referral,321.96
ord200957,2023-01-12,c73575,monitor,5,643.89,851 main st,cash,returned,trk23387612,8,winter15,facebook,3219.45
ord200958,2023-05-13,c82685,desk,3,158.66,537 main st,gift card,delivered,trk70184320,7,winter15,email,475.98
ord200959,2024-04-13,c73996,tablet,2,143.82,856 main st,credit card,returned,trk74579570,6,save10,instagram,287.64
ord200960,2023-12-11,c87687,laptop,3,379.07,312 main st,gift card,pending,trk60383805,3,winter15,google,1137.21
ord200961,2024-11-11,c55464,phone,1,601.36,532 main st,online,shipped,trk81178598,1,freeship,facebook,601.36
ord200962,2024-09-06,c12459,phone,2,142.08,838 main st,gift card,delivered,trk30674085,4,save10,referral,284.16
ord200963,2024-03-11,c88075,chair,5,530.34,970 main st,online,shipped,trk42832976,9,freeship,google,2651.7
ord200964,2023-08-20,c18583,phone,5,364.42,778 main st,credit card,cancelled,trk43084595,10,save10,referral,1822.1
ord200965,2025-06-18,c70412,laptop,4,578.28,791 main st,gift card,cancelled,trk22192783,5,freeship,email,2313.12
ord200966,2025-05-20,c58503,monitor,5,280.52,290 main st,credit card,cancelled,trk12981657,7,winter15,facebook,1402.6
ord200967,2025-05-06,c52879,tablet,5,638.92,502 main st,credit card,returned,trk67403284,5,freeship,google,3194.6
ord200968,2024-02-08,c67870,monitor,4,412.2,664 main st,credit card,shipped,trk72602178,6,winter15,referral,1648.8
ord200969,2025-06-05,c19439,desk,1,440.34,675 main st,gift card,shipped,trk25383993,2,winter15,facebook,440.34
ord200970,2024-09-07,c72664,desk,1,627.15,241 main st,cash,delivered,trk86694331,5,save10,instagram,627.15
ord200971,2024-05-27,c32650,monitor,2,605.26,934 main st,cash,cancelled,trk66648743,4,winter15,referral,1210.52
ord200972,2024-06-09,c66438,laptop,1,90.27,816 main st,cash,delivered,trk32035271,5,save10,facebook,90.27
ord200973,2025-06-09,c70010,desk,5,230.77,141 main st,online,pending,trk50594008,10,winter15,referral,1153.85
ord200974,2023-09-27,c30722,desk,5,266.78,274 main st,gift card,cancelled,trk52088168,5,freeship,email,1333.9
ord200975,2023-05-18,c70529,desk,1,105.92,974 main st,gift card,returned,trk82165408,6,save10,email,105.92
ord200976,2024-04-04,c18984,tablet,3,589.3,650 main st,credit card,returned,trk49298239,6,winter15,referral,1767.9
ord200977,2023-01-28,c85841,chair,4,649.47,608 main st,cash,pending,trk99820544,8,save10,google,2597.88
ord200978,2024-06-25,c41508,printer,4,107.49,993 main st,cash,delivered,trk61047536,5,freeship,google,429.96
ord200979,2023-05-31,c75018,monitor,3,669.06,299 main st,cash,delivered,trk51794806,7,save10,facebook,2007.18
ord200980,2023-10-14,c84320,chair,3,69.65,107 main st,cash,delivered,trk81093218,7,winter15,instagram,208.95
ord200981,2023-11-26,c12609,phone,4,136.83,490 main st,debit card,pending,trk56379337,8,save10,email,547.32
ord200982,2024-09-06,c64935,monitor,1,304.11,707 main st,gift card,shipped,trk42969065,2,save10,referral,304.11
ord200983,2024-11-24,c67528,monitor,4,296.28,110 main st,gift card,shipped,trk60865210,5,save10,email,1185.12
ord200984,2025-02-28,c44176,desk,1,77.64,706 main st,credit card,shipped,trk68704764,1,freeship,facebook,77.64
ord200985,2024-07-20,c92788,desk,1,243.71,948 main st,gift card,delivered,trk83835361,6,save10,google,243.71
ord200986,2024-09-07,c69213,laptop,4,644.96,533 main st,credit card,pending,trk67837331,7,freeship,email,2579.84
ord200987,2025-06-05,c67387,phone,5,283.73,436 main st,gift card,pending,trk54120003,8,freeship,instagram,1418.65
ord200988,2025-02-04,c90318,desk,2,629.56,818 main st,gift card,cancelled,trk52765043,5,winter15,instagram,1259.12
ord200989,2023-03-23,c49995,laptop,4,246.11,559 main st,credit card,pending,trk33212013,4,save10,instagram,984.44
ord200990,2023-11-19,c52313,phone,2,418.26,913 main st,debit card,pending,trk67368559,2,save10,google,836.52
ord200991,2024-05-09,c10211,desk,5,127.18,598 main st,debit card,cancelled,trk68938335,10,freeship,google,635.9
